textId,index,content
i_f1fb0376fb3a,103,[ここ‖i_6d6699574e90]は　[デパート‖i_71db3d52a1c8]です。
i_386c5a4e9621,103,[{食堂|しょくどう}‖i_dbb440790aa9]は　[デパート‖i_71db3d52a1c8]の　{七階|ななかい}です。
i_654d25b2b486,103,[あそこ‖i_b4b56c37b96e]も　{JC|ジェーシー}{企画|きかく}の　[ビル‖i_115e80bfc777]です。
i_ae21299ea0c7,103,かばん[{売|う}り{場|ば}‖i_c9fbf2fdec9f]は　{一階|いっかい}ですか，{二階|にかい}ですか。
i_0fa1d0b32f17,103,[トイレ‖i_aeb49a033620]は　[どこ‖i_d6e12282f17b]ですか。
i_ee4584b664f8,103,[あちら‖i_8e644646ffe6]です。
i_9d03a564e67a,103,[ここ‖i_6d6699574e90]は　[{郵便局|ゆうびんきょく}‖i_0847e0f39a3f]ですか，[{銀行|ぎんこう}‖i_0ca5894293b3]ですか。
i_d1bf5441ecbc,103,[{銀行|ぎんこう}‖i_0ca5894293b3]です。
i_05d6865a2935,103,これは　[いくら‖i_bdcc3db4eb8f]ですか。
i_68449a6fc974,103,それは　{五千八百円|ごせんはっぴゃくえん}です。
i_f08e4f427a77,103,あれは？
i_d998e3728a0f,103,あれも　{五千八百円|ごせんはっぴゃくえん}です。
i_f1a813270a88,103,[ここ‖i_6d6699574e90]は　[コンビニ‖i_e2ca838d7741]です。[{隣|となり}‖i_397dd2a57c65]は　[{喫茶店|きっさてん}‖i_7b52effade98]です。
i_dc1fe0c54dad,103,あの　[{建物|たてもの}‖i_65e04a2b65c5]は　[ホテル‖i_612cff8ffb7e]ですか、[マンション‖i_4695579a2e9d]ですか。
i_2a5c47f53d0f,103,[あそこ‖i_b4b56c37b96e]は　[マンション‖i_4695579a2e9d]です。
i_ebe5f33182e2,103,あの　[{建物|たてもの}‖i_65e04a2b65c5]は　{何|なん}ですか。
i_c0d6c4702a39,103,[あそこ‖i_b4b56c37b96e]も　[マンション‖i_4695579a2e9d]です。
i_4f8996bb2069,103,[マンション‖i_4695579a2e9d]の　[{隣|となり}‖i_397dd2a57c65]は？
i_b063fdcd342e,103,[マンション‖i_4695579a2e9d]の　[{隣|となり}‖i_397dd2a57c65]は　[{病院|びょういん}‖i_c2d996cd93bb]です。
i_734b3abe290b,103,[{本屋|ほんや}‖i_57aadf2d2b7b]は　[どこ‖i_d6e12282f17b]ですか。
i_8535dfedd7f3,103,[そこ‖i_e2e90ea2a63e]です。その　[ビル‖i_115e80bfc777]の　{二階|にかい}です。
i_5fa33b79836f,103,[あのう‖i_db96b629dc1b]，[{東|とう}{京|きょう}‖i_bc522e3c9da1]の　[{地図|ちず}‖i_7cde9f2b35e2]は　[どこ‖i_d6e12282f17b]ですか。
i_cec9276936b6,103,[{地図|ちず}‖i_7cde9f2b35e2]ですか。[そちら‖i_38255633084c]です。
i_d7cacf24330d,103,[いくら‖i_bdcc3db4eb8f]ですか。
i_969d2dd368fd,103,{五百円|ごひゃくえん}です。
