textId,index,content
i_c8e43c643536,145,[{少子化|しょうしか}‖i_f4cbbac3060d]が{進|すす}んで，{日|に}{本|ほん}の[{人口|じんこう}‖i_72322855ab20]は{段々|だんだん}{減|へ}っていくでしょう。
i_556b1e683241,145,ずっと{本|ほん}を{読|よ}んでいたので，{目|め}が{疲|つか}れてきました。
i_c63a349ebb18,145,おいしいし，[{手軽|てがる}‖i_8976672f4dff]だし，わたしは[{冷凍|れいとう}{食品|しょくひん}‖i_6d36b58dd2b9]をよく{食|た}べます。
i_bf7a4d8236fa,145,この{本|ほん}は{読|よ}めば{読|よ}むほど{面白|おもしろ}いです。
i_36f5149ce8d2,145,{最|さい}{近|きん}，{中|ちゅう}{国|ごく}へ{旅行|りょこう}に{行|い}く{日|に}{本|ほん}{人|じん}が{増|ふ}えてきましたね。
i_ed18e40c3e01,145,ええ，ホテルや[{交通|こうつう}‖i_5c2aa0420b11]の[{便|びん}‖i_969933e8877f]がよくなりましたからね。
i_9efcafd42075,145,お{母|かあ}さん，{雨|あめ}が{降|ふ}ってきたよ。
i_5048f52d40aa,145,あら，{大|たい}{変|へん}。{誠|まこと}，{洗濯|せんたく}{物|もの}{入|い}れてよ。
i_5889ab2db22d,145,{休|やす}みだし，{天気|てんき}もいいし，どこかに{出|で}かけませんか。
i_0079d5357236,145,いいですね，わたしはハイキングに{行|い}きたいです。
i_05c9e9a009cd,145,{商|しょう}{品|ひん}は{安|やす}ければ{安|やす}いほど{売|う}れるんでしょう？
i_57c83c64b03e,145,いいえ，{品質|ひんしつ}が{悪|わる}いと，{安|やす}くても{売|う}れません。
i_fbb9441973f9,145,{森|もり}さん，{見|み}えてきましたよ。あそこが{上|シャン}{海|ハイ}の[{中心地|ちゅうしんち}‖i_35c32687c5b5]です。
i_9a227d795315,145,ライトアップされていますね。うーん，{見|み}れば{見|み}るほど{綺|き}{麗|れい}だなあ。
i_6271e636cc65,145,[{以前|いぜん}‖i_c91073f6ed8d]{住|す}んでいたことがあるんですが，とても{住|す}み{易|やす}い{所|ところ}ですよ。
i_5e4915e2c4f7,145,{陳|ちん}さん{上|シャン}{海|ハイ}に{住|す}んでいたんですか。
i_c5e373029b74,145,ええ。{本|ほん}{当|とう}にいい{所|ところ}です。{住|す}めば{住|す}むほど，{上|シャン}{海|ハイ}の[よさ‖i_0e194f1ea6b3]が{分|わ}かりますよ。
i_d5ecc9da7e0e,145,{賑|にぎ}やかだし，{高|たか}いビルが{多|おお}いし，[なんか‖i_2bfb842aaf45]{東|とう}{京|きょう}に{似|に}ていますね。
i_9d68cda14f59,145,{上|シャン}{海|ハイ}は[{急速|きゅうそく}‖i_10166162d71c]に[{近代|きんだい}{化|か}‖i_8a959c7c90f4]が{進|すす}んで，[{町並|まちな}み‖i_04487fcc148f]が{大|おお}きく{変|か}わってきましたからね。
i_80bbe80a691b,145,そう{言|い}えば，{何|なん}{年|ねん}か{前|まえ}に[リニアモーターカー‖i_fc70427eeea9]が{開通|かいつう}したんですよね。
i_6e1610a9b051,145,ええ。{空港|くうこう}から[{市内|しない}‖i_3016344ebcfe]までの[アクセス‖i_4ef253f56256]がよくなりましたから，{人|ひと}も{増|ふ}えてきたし，これからもっと{変|か}わっていくと{思|おも}いますよ。
i_958040faaf30,145,あら，{雨|あめ}が{降|ふ}ってきましたね。
i_a656b59ce2f2,145,{酷|ひど}くなりそうですね。ちょっと{雨宿|あまやど}りしましょうか。
i_0f64e39e969e,145,ええ。じゃあ，この{喫茶店|きっさてん}に{入|はい}りましょう。{人|ひと}も{少|すく}ないし，{店|みせ}も{綺|き}{麗|れい}だし。
i_c62ea648237a,145,そうですね。ところで，お{腹|なか}がすいてきたんですが…
i_a40ee0441d1f,145,そうですか。じゃあ，{何|なに}か{軽|かる}く{食|た}べていきましょう。
