textId,index,content
i_a33afb4cf276,140,これから{友達|ともだち}と{食|しょく}{事|じ}に{行|い}くところです。
i_5cdd2b4a6ac0,140,{森|もり}さんは　{会議|かいぎ}の{資料|しりょう}を{揃|そろ}えているところです。
i_2facd1ce2626,140,{馬|ば}さんは，{今|いま}，{空港|くうこう}に{着|つ}いたところです。
i_ecdbd9a2486b,140,この[モノレール‖i_2a497a22e419]は{去年|きょねん}{開通|かいつう}したばかりです。
i_6e3ad78ecac2,140,もしもし，{森|もり}さん，{今|いま}どこですか。
i_0d49f2a5e60a,140,これから{家|いえ}を{出|で}るところです。
i_66d16ed30be4,140,{森|もり}さん，{上|シャン}{海|ハイ}{行|い}きの[{最終|さいしゅう}{便|びん}‖i_ada7045d865d]は{何時|なんじ}か{分|わ}かりましたか。
i_0789ad05941a,140,{今|いま}{調|しら}べているところです。{少|すこ}し{待|ま}ってください。
i_8b39380084a8,140,{来月|らいげつ}，{清水|しみず}さんが{結婚|けっこん}するのを{知|し}っていますか。
i_d2479e899597,140,ええ，たった{今|いま}{聞|き}いたところです。
i_db17239ebc4f,140,{李|り}さん，この{本|ほん}はもう{読|よ}み{終|お}わりましたか。
i_a7f6fa7505ec,140,いいえ，{昨日|きのう}{読|よ}み{始|はじ}めたばかりです。
i_b568ea841034,140,すみません。お{待|ま}たせして。
i_75becd2e2a80,140,いいえ，{私|わたし}たちも{丁度|ちょうど}{前|まえ}に{着|つ}いたところです。
i_fb81659ccc0d,140,そうですか。よかった。チケットは？
i_5975c6a33ced,140,これから{買|か}うところです。
i_dddb2191dd92,140,じゃあ，ぼくが{買|か}ってきますよ。ここで{待|ま}っていてください。
i_0fe9e99ac027,140,この[{劇場|げきじょう}‖i_b379edb54110]，{新|あたら}しいそうですね。
i_998373d7f7f8,140,ええ，{去年|きょねん}{改築|かいちく}したばかりです。それまでは，[{清|しん}‖i_18355ef5f2c0]の[{時|じ}{代|だい}‖i_53ee4d1e1e99]にできた{建物|たてもの}を{修理|しゅうり}しながら{使|つか}い{続|つづ}けていました。
i_20b12961d458,140,{小野|おの}さん，いかがでしたか。
i_512e11a70cf3,140,すばらしかったです。{見|み}{終|お}わったばかりで，まだ[{耳|みみ}‖i_209d3195ca1e]の[{奥|おく}‖i_4657084b30fb]に{音楽|おんがく}が{残|のこ}っています。
i_255d2c8083d5,140,あれっ，{小野|おの}さんは？
i_d285d776e741,140,{小野|おの}さんなら，あそこです。{今|いま}，{舞台|ぶたい}の{上|うえ}で，[{役者|やくしゃ}‖i_86e2fe75f86c]さんと{一緒|いっしょ}に{写真|しゃしん}を{撮|と}っているところですよ。
