textId,index,content
i_5a0154ab3433,201,あのう、すみません。
i_b61aadc0c60d,201,えっ？
i_16d650cc0d42,201,これ、{落|お}ちましたよ。
i_16515944c741,201,あっ！すみません。{有|あり}{難|がと}うございます。
i_1d3d46183b51,201,あのう、[{失礼|しつれい}ですが‖i_86f92fb754b0]、{先|さき}ほどの{方|かた}じゃありませんか。
i_eb1ebcb33649,201,ああ。さっきは、どうも{有|あり}{難|がと}うございました。{助|たす}かりました。
i_0d70b63ef58a,201,いいえ、どういたしまして。
i_4b416c068499,201,{中|ちゅう}{国|ごく}の{方|かた}ですか、{日|に}{本|ほん}{語|ご}がお{上手|じょうず}ですね。
i_73d2200b5d04,201,いいえ、まだまだです。{勉強|べんきょう}すればするほど、{難|むずか}しくなる[{感|かん}じがします‖i_2e496c2fdb8a]。{上|シャン}{海|ハイ}へは、お{仕事|しごと}でいらっしゃったんですか。
i_11b8d0441952,201,ええ、こちらに{転勤|てんきん}になったんです。{空港|くうこう}は[すっかり‖i_24cb46365286]{変|か}わりましたね。{驚|おどろ}きました。
i_1687643fa0b9,201,{町|まち}もずいぶん{変|か}わっていますよ。[{変化|へんか}‖i_5232e3d41485]が{早|はや}くて、{私|わたし}たちもついていけないくらいです。
i_0c2ee28e5664,201,そうでしょうね。
i_3631632457c0,201,ほら、[{高層|こうそう}ビル‖i_51979ae60203]が{見|み}えてきたでしょう？あの[{辺|へん}‖i_746dae311e08]は{上|シャン}{海|ハイ}の{新|あたら}しい{中心地|ちゅうしんち}なんです。
i_9b5650522a36,201,すごい。{丸|まる}で[ニューヨーク‖i_5d397fbbff7c]みたいですね。
i_d8fe5eaad1c0,201,じゃあ、ここで。
i_48392719f6d1,201,ええ、どうも{有|あり}{難|がと}うございました。さようなら。
