textId,index,content
i_a57b90a4800f,218,「{金|きん}{星|せい}」の{商|しょう}{品|ひん}{説|せつ}{明|めい}は{以|い}{上|じょう}です。いかがでしょうか。
i_678deb326d91,218,そうですねえ。[{正|しょう}{直|じき}‖i_84e49d797e11]に{言|い}って，ちょっと{難|むずか}しいかもしれませんねえ。
i_593cc7347076,218,とおっしゃいますか？
i_75b016f770f3,218,ええ。{当|とう}ホテルでは，{最|さい}{近|きん}，{中|ちゅう}{国|ごく}{人|じん}のお{客|きゃく}{様|さま}が{大|たい}{変|へん}{多|おお}くなってきています。{日|に}{本|ほん}{酒|しゅ}は{日|に}{本|ほん}{人|じん}には{好|この}まれると{思|おも}いますが，{中|ちゅう}{国|ごく}の{方|かた}にはちょっと…。
i_5453cb6a4655,218,{確|たし}かにおっしゃる{通|とお}りです。[{白|はく}{酒|しゅ}‖i_c9727d852985]や{紹|しょう}{興|こう}{酒|しゅ}がお{好|す}きな{方|かた}には{少々|しょうしょう}[{物|もの}{足|た}りない‖i_b0bb8d63bc72]かもしれません。でも，「{金|きん}{星|せい}」は{日|に}{本|ほん}{酒|しゅ}の{中|なか}でも，{特|とく}に{外|がい}{国|こく}の{方|かた}に{人|にん}{気|き}のある{商|しょう}{品|ひん}です。
i_58e031a49d4e,218,{弊社|へいしゃ}では，「{金|きん}{星|せい}」を[ベース‖i_7348c4040eaf]にした{新感覚|しんかんかく}のカクテルもご{用意|ようい}しています。こちらでしたら，{日|に}{本|ほん}{人|じん}だけでなく，{中|ちゅう}{国|ごく}の{方|かた}にも{召|め}し{上|あ}がっていただけると{思|おも}います。
i_5ed273d29bad,218,{日|に}{本|ほん}{酒|しゅ}を[ベース‖i_7348c4040eaf]にしたカクテルですか。
i_59baa557273b,218,はい。サンプルをお{持|も}ちしました。こちらの{青|あお}いほうは「[{上|シャン}{海|ハイ}パール‖i_19d50e83f53f]」，{赤|あか}いほうは「[{北|ペ}{京|キン}ルージュ‖i_bde4db47c9f3]」です。
i_4bf5c015e8db,218,ふうん…。{確|たし}かに，おいしい。{日|に}{本|ほん}{酒|しゅ}のカクテル，これは{中|なか}{々|なか}いいアイデアですね。カクテルだったらお{洒落|しゃれ}なイメージもありますし，バーにも{置|お}けますし。
i_a34c5b5b7be9,218,{有|あり}{難|がと}うございます。{北|ペ}{京|キン}のいくつかのバーで{試|し}{飲|いん}してもらったのですが，{大|たい}{変|へん}{好|こう}{評|ひょう}でした。それに，このネーミングは，{観|かん}{光|こう}{客|きゃく}に{受|う}けると{思|おも}います。
i_ef54b2f06a4c,218,なるほど，{分|わ}かりました。{検討|けんとう}させていただきます。
i_5878af409e60,218,{宜|よろ}しくお{願|ねが}いいたします。
i_f5344fda4e01,218,{佐|さ}{藤|とう}から[{北|きた}{上|かみ}{貿|ぼう}{易|えき}‖i_0e7f585bf7a2]への{手|て}{紙|がみ}
i_f5344fda4e02,218,  {平|へい}{成|せい}20{年|ねん}1{月|がつ}19{日|にち}
i_f5344fda4e03,218,{株|かぶ}{式|しき}{会|がい}{社|しゃ}[{北|きた}{上|かみ}{貿|ぼう}{易|えき}‖i_0e7f585bf7a2]
i_f5344fda4e04,218,{販|はん}{売|ばい}{促進|そくしん}{部|ぶ} {張|ちょう}[{徳|とく}{栄|えい}‖i_8dc443d2bbcb]{様|さま}
i_f924b2b0eddb,218,[{拝啓|はいけい}‖i_d5d1be2bf970]
