textId,index,content
i_dccadb9644f5,108,{李|り}さんは　{日|に}{本|ほん}{語|ご}で　{手|て}{紙|がみ}を　{書|か}きます。
i_37557ade30a1,108,わたしは　{小野|おの}さんに　お{土産|みやげ}を　[あげます‖i_228c059c0d90]。
i_99557d958e09,108,わたしは　{小野|おの}さんに　{辞書|じしょ}を　もらいました。
i_ee6f0579010d,108,{李|り}さんは　{明日|あした}　{長島|ながしま}さんに　[{会|あ}います‖i_9567d8a65f9a]。
i_419b2246ac3b,108,{昨日|きのう}，{母|はは}に　{誕生日|たんじょうび}の　[プレゼント‖i_f126a42fe1fa]を　{送|おく}りました。
i_25d9d8f6162b,108,{何|なに}で　{送|おく}りましたか。
i_4d72318998aa,108,[{航空便|こうくうびん}‖i_df64aef6c2c4]で　{送|おく}りました。
i_8bb5dbcbb2d6,108,その　{映画|えいが}の　[チケット‖i_1788fe5a02e2]を　{誰|だれ}に　[あげます‖i_228c059c0d90]か。
i_6b44b0fc2c11,108,{李|り}さんに　[あげます‖i_228c059c0d90]。
i_a04517261817,108,だれに　その　[パンフレット‖i_4a0bccf4a3b8]を　もらいましたか。
i_6b4638f672f0,108,{長島|ながしま}さんに　もらいました。
i_b0cc89ab64f8,108,すみません，{李|り}さんは　いますか。
i_613f8d6e72cf,108,[もう‖i_96fad81469f6]　{帰|かえ}りましたよ。
i_9530b6439b69,108,[さっき‖i_40bfc734602d]　{長島|ながしま}さんに　{電|でん}{話|わ}を　もらいました。
i_2a968e8fe1f0,108,[スケジュール{表|ひょう}‖i_0b0f6280a30b]の　[{件|けん}‖i_8e9b9bf0668c]ですか。
i_74f1885c6d0a,108,はい。
i_8c64ada70f4e,108,[もう‖i_96fad81469f6]　[ファックス‖i_b3ddb9a18327]で　{送|おく}りましたよ。
i_a54185a8368a,108,いつですか。
i_dd2cce845106,108,{昨日|きのう}の　[{夕方|ゆうがた}‖i_384f57668c34]です。[もう‖i_96fad81469f6]　{一|いち}{度|ど}　[{送|おく}ります‖i_7c2e866da9ca]か。
i_c5712a408dae,108,ええ，[お{願|ねが}いします‖i_a44f51252223]。わたしは　[メール‖i_abf6d9390c66]で　[{送|おく}ります‖i_7c2e866da9ca]。
i_9becabad6677,108,[{分|わ}かりました‖i_491b61f61ef6]。
i_fb481446df64,108,{李|り}さん、たった　{今|いま}　{長島|ながしま}さんに　[メール‖i_abf6d9390c66]を　もらいました。
i_430de4e3dc90,108,[ファックス‖i_b3ddb9a18327]は　{届|とど}きましたか。
i_d7cf7b05d7f7,108,ええ，[ファックス‖i_b3ddb9a18327]も　[メール‖i_abf6d9390c66]も　{届|とど}きましたよ。
i_6390e577fc71,108,そうですか。[よかったです‖i_c317e030b2da]。
i_62fa85b2b4fd,108,{李|り}さん，これ，どうぞ。{箱根|はこね}の　[{写真集|しゃしんしゅう}‖i_d0c314d6e380]です。[{前|まえ}に‖i_cfe4447b77f5]　{長島|ながしま}さんに　もらいました。
i_604110f5cc34,108,ありがとう　ございます。
