textId,index,content
i_2a1128d6dbd9,115,{小野|おの}さんは　{今|いま}　{新聞|しんぶん}を　{読|よ}んで　います。
i_b254e66448b7,115,ここで　{写真|しゃしん}を　{撮|と}っても　いいですか。
i_42920be8d5ca,115,{飛行機|ひこうき}の　{中|なか}で　タバコを　{吸|す}っては　[いけません‖i_31726c6b9c54]。
i_694737206efd,115,{日曜日|にちようび}，{小野|おの}さんは　{公園|こうえん}で　[ボート‖i_d63a5537d59b]に　{乗|の}りました。
i_60101328648c,115,[もしもし‖i_6f34f03107bf]，{森|もり}さん？{今|いま}　どこですか。
i_69093a93e416,115,{今|いま}　[{市役所|しやくしょ}‖i_adeeff6cf4f9]の　{前|まえ}を　{歩|ある}いて　います。
i_9b490fa4f641,115,すみません。この　{辞書|じしょ}を　{借|か}りても　いいですか。
i_831005083ed7,115,[いえ‖i_8103a3bb6f2a]，ちょっと．．．。{今|いま}　{使|つか}って　います。
i_fdbbfa236c7f,115,すみません。ここに　{座|すわ}っても　いいですか。
i_7153519da700,115,ええ，どうぞ
i_c891d5c9577d,115,あっ，ここで　[{携帯電話|けいたいでんわ}‖i_6015cf81508b]を　{使|つか}っては　[いけません‖i_31726c6b9c54]よ。
i_9ede8cd49d46,115,すみません。これから　[{気|き}‖i_1fa62321a307]を　つけます。
i_d130fc366384,115,[もしもし‖i_6f34f03107bf]，{小野|おの}です。どうしました？
i_cc1a6af14e77,115,ちょっと　[{熱|ねつ}‖i_b6a1a6e46d6d]が　あります。{今日|きょう}　{会社|かいしゃ}を　{休|やす}んでも　いいですか。
i_d8840870cd70,115,ええ，[もちろん‖i_64a7072ddb70]です。{余|あま}り　[{無理|むり}‖i_b0a592f19977]を　しては　[いけません‖i_31726c6b9c54]よ。
i_663ca5ebed4b,115,はい，{分|わ}かりました。あのう，{吉田課長|よしだかちょう}は？
i_1a4f3e8426db,115,{今|いま}　{会議室|かいぎしつ}で　[{打|う}ち{合|あ}わせ‖i_3ff971b0e801]を　して　います。{後|あと}で　[{伝|つた}えます‖i_d3db64035906]。
i_8f802b5a3621,115,お{願|ねが}いします。
i_ed5a3563fd02,115,もう　{病院|びょういん}に　{行|い}きましたか。
i_c2aa08f1d0bc,115,い[いえ‖i_8103a3bb6f2a]，[まだです‖i_a5c11c4c9969]。
i_9a83ce7de848,115,じゃあ　{病院|びょういん}に　{行|い}ってから，[ゆっくり‖i_023805a12302]　{休|やす}んで　ください。
i_532d370aa093,115,はい，ありがとう　ございます。
i_0f900af97fe9,115,[{風邪|かぜ}‖i_2b44199d028e]ですね。{温|あたた}かい　{物|もの}を　{食|た}べて，[{十分|じゅうぶん}‖i_40f059ecb77e]　[{睡眠|すいみん}‖i_c6f7eea604bc]を　とって　ください。それから　{今晩|こんばん}　[お{風呂|ふろ}‖i_72d77106922e]に　{入|はい}っては　[いけません‖i_31726c6b9c54]よ。
i_6ad8ded61a52,115,{分|わ}かりました。
i_f122fbc359f2,115,では，{薬|くすり}を　{出|だ}します。[{薬局|やっきょく}‖i_f3a19d635cd0]に　{行|い}って　もらって　ください。
i_4b4465bc3b9c,115,ありがとう　ございました。
i_9a51ede1d8ea,115,[お{大|だい}{事|じ}に‖i_6189d9f84359]。
