textId,index,content
i_82feec541eed,222,您好，这里是龙虎酒造上海事务所。
i_e06c1328ea16,222,喂，我是JC策划的李秀丽，一直承蒙关照。请问佐藤先生或大山先生在吗？
i_36d6aee8021f,222,不好意思，电话有点听不清……
i_1405f3542919,222,我是JC策划的李秀丽，佐藤先生或大山先生在吗？
i_f1a9e2b81fa9,222,JC策划的李小姐对吗？我是榎本，非常抱歉，佐藤先生和大山先生目前出差广州……
i_bfbb35bc347d,222,是吗，他们什么时候回来？
i_7ba03d78e983,222,预计下周三回来。
i_80ba1a4f6df5,222,好的，那我可以留个口信吗？
i_587f28c633f7,222,当然可以，请说。
i_7a3fe100b124,222,广告拍摄日程已定，下月26、27两天，地点在香港，请转告下周会寄出台本和拍摄计划。
i_f0734aa37439,222,明白，下月26、27日在香港拍摄，台本和拍摄计划，我记下了。
i_5e94c6994fd8,222,拜托了，还有一件事想确认。
i_703117da2818,222,请说。
i_39e0a108a7fd,222,拍摄前的场地考察，我们会准备一台数码相机，希望龙虎酒造也准备一台……
i_51e58843bf95,222,好的，我会转告佐藤。
i_ef46f507383a,222,那就有劳了。
i_02c0f92344f5,222,好的，感谢来电，再见。
i_ad5d2864d62f,222,再见。
i_9f8cdb48ebbb,222,三村电器推出「MIT-7900」，2010年1月中旬全新上市！
i_459782df327b,222,「MIT-7900」是一款小巧便携的相机，功能强大，能极大拓展摄影的可能性，是未来型数码相机。
i_ca8d1cfe8afd,222,即使是初学者，也能轻松拍出美丽照片，只需转动拨盘，无论是美丽的夕阳、夜景还是壮观的烟花，都能轻松捕捉。采用新型镜头，还具备视频拍摄功能，任何场景都能拍得美轮美奂。
i_08c9961f1c99,222,不仅能以高画质记录珍贵瞬间，操作也极为便捷。「MIT-7900」设计贴心，单手即可操作，按钮和拨杆布局合理。一次充电可拍摄350张，支持干电池，外出无忧。
i_c757c6ecdeec,222,「MIT-7900」仅重180克，轻巧便携，时尚设计，采用受欢迎的铝材，使用越久越有感情。
i_00038db19817,222,有银色、黑色、粉色三种颜色可选，附带存储卡、充电电池和电脑连接线。
i_345d4a31a202,222,根据您的使用方式，可享受丰富的数字生活。
