textId,index,content
i_78c7fd9c4b1c,131,按下这个钮，电源就接通了
i_f8d53ce5e9dd,131,那台电脑偶尔会死机。
i_b8b07664d774,131,小马出色地整理了报告。
i_86fc407a1462,131,小李来吗？
i_165c336544d1,131,劳驾，市政府怎么走？
i_ec01ae628310,131,这条路一直向前走，有一家百货店。市政府就在那旁边。
i_5590cfe0a4c6,131,谢谢。
i_2de88afe197a,131,（你）每天都正经吃早饭吗？
i_7db4315952c6,131,是的不过偶尔也有不吃的时候
i_97737c550d22,131,哎呀，下雨了
i_98fbccdfdc20,131,真的，早点回家吧。
i_591f92acf2c1,131,请问，小马在哪里？
i_dedd404fbb43,131,小马刚出去了。
i_6dff1a8fab03,131,从这儿拐过去，有一个小公园，孩子们经常在那里打乒乓球。
i_3e0d9c031920,131,乒乓球？在公园？
i_e3e94a995d4f,131,是啊。那个公园里有混凝土做的乒乓球台。
i_94edb32a7dd5,131,用混凝土做的乒乓球台？哎，有意思。
i_cdad88066668,131,是呀，想打的时候，随时是可以打，偶尔从公园那边经过，总有人在打。
i_6e4662857426,131,从这里大概走300米左右，有个体育中心。
i_42f6b5f58cf9,131,体育中心？谁都可以利用吗？
i_601ab0f8690f,131,是的，谁都可以利用。不过是收费的。
i_ab2d695766b2,131,你也经常去吗？
i_142136e56b30,131,（我）有时去游泳池游泳。不过不是会员的话，8点以后就不能进去了，所以我想入会呢。
i_e4e46163a936,131,入了会还有其他优惠吗？
i_67b525c86c8e,131,会员的家属也可以享受优惠价。
i_2bc1c4ec96d1,131,现在几点了？
i_9c1ee473c823,131,就快1点15分了。
i_184d58b82367,131,那得〈马上〉回去了，要不下午的会议要开始了。
