textId,index,content
i_15e6e22eb11e,138,小戴会说英语
i_7c2f645daed7,138,为了让人看得清楚，（把字）写的大大的。
i_5626b942629c,138,伤已经痊愈，能够走路了。
i_3a53abea0c4a,138,老陈坚持每天看英语报纸。
i_37255eb91e93,138,小戴能吃寿司吗？
i_25bd1a336f11,138,没问题。我什么都能吃。
i_507569d5e8eb,138,小李，两点左右离开公司哟。
i_9a9110e10453,138,好的。（我）已经准备好了，随时都可以出发。
i_a3611e7d0c45,138,小野女士，（你）会自己穿和服吗？
i_e7b672157411,138,是的，（我）跟母亲学得能（自己）穿了。
i_5432940f9db3,138,为了保持身体健康，（你平时）做点什么吗？
i_f796588d1244,138,是的，（我）每天早晨坚持散步1小时。
i_7907275a7bb9,138,这种小巷就是“胡同”吧？
i_3322b316b4f7,138,是的，这一带是北京传统的街道。〈有人〉实际住着，〈所以〉请别照相。
i_77204db50888,138,知道了。可是，这条道能走得出去吗？
i_429025a3d375,138,能。虽然曲里拐弯，但是能走得出去。
i_54f92bb75e44,138,胡同让我感受到古老的北京，真是太好了！
i_80d0c1322823,138,是啊。所以有空或者有外国朋友来的时候，（我）总要到胡同来走一走。
i_d318f719e816,138,小野，能吃油条吗？
i_527b2d7d0f01,138,能。非常喜欢！
i_f6897637a263,138,挺烫的，注意别烫着了。
i_423a6196a287,138,近来盖公寓、盖楼房，胡同拆了不少。
i_378bd7ad448e,138,总觉得很可惜啊！
i_2a590d46c180,138,是啊。现在能看到胡同的地方已经很少了！
