textId,index,content
i_5a0a29fac7a7,216,拓也先生，町子女士，恭喜二位喜结连理。我是刚刚承蒙介绍的JC企划上海分公司的王风。目前正与新郎拓也先生共同从事日本酒在中国的销售工作。我于两年前入职，而拓也先生此前已在上海分公司任职。听闻拓也先生与町子女士在上海分公司作为同事相遇，并在上海相知相恋。中国有句古语叫'白头偕老'，寓意'执子之手，与子偕老'。相信二位定能成为如这句祝福般幸福美满的夫妻。拓也先生，町子女士，衷心祝愿你们百年好合！
i_954e57c85d21,216,小王，感谢你的致辞。
i_3c6c67f82c94,216,有点紧张，讲得不好，请见谅。
i_92eb1fa6f35b,216,哪里，我很感动，听着就想起在上海的日子。小李还好吗？
i_1ce184b695a5,216,我会转告小李这场精彩的婚宴。山田先生，祝幸福，这次采访多蒙关照。
i_22aa8e94e953,216,一定让‘金星’项目成功，期待你的活跃表现。
i_bc80dfa80bb3,216,我会努力的，祝身体健康。
i_1585df8b8495,216,那么，改日再见。
i_4189fd19488c,216,日本婚礼的形式多种多样。其中较为常见的大致可分为：在神社举行的'神前式婚礼'、在教堂举办的'基督教式婚礼'，以及在亲友面前举行的'人前式婚礼'。
i_30510367fd2c,216,即便选择基督教式婚礼，也未必意味着是基督徒。很多人只是出于'想穿婚纱''喜欢教堂仪式'等个人喜好来决定婚礼形式，真正因宗教信仰而选择的人反而是少数。由于酒店或婚庆场馆大多设有仪式场地，实际前往神社或教堂举行仪式的人并不多。此外，选择在海外举办婚礼的人也日益增多。
i_cc9d3a747fca,216,下图是某个出版社对首都圈400对夫妻进行问卷调查的结果汇总。由此可以看出，婚礼形式正随着时代发生变化。1994年'基督教式婚礼'占56.6%，'神前式婚礼'为5.4%；而到2005年，这两项分别增至74.7%和12.6%。另一方面，传统婚礼形式'神前式婚礼'在2005年已减少至1994年的三分之一。由此可见，人们对婚礼的观念正随着时代不断变迁。
i_1fc5c4a6c8d1,216,婚礼结束后通常会有婚宴。婚宴是邀请亲友、同事等参加的宴会。以往婚宴场地约四分之三都集中在酒店和婚庆会馆，最近选择餐厅等场所举办的人也越来越多。
