textId,index,content
i_97768c433aae,116,宾馆的房间又宽敞又明亮。
i_479903a9b7d2,116,这台电脑(用起来)既简单又方便。
i_117f0911c7e3,116,森先生有辆车。
i_856fa51e6eb9,116,(我)学了3个月电脑，但还不太会用。
i_ec4f55577597,116,森先生<长>什么样儿?
i_34ced81842a8,116,个儿高、腿长，挺帅的。
i_3129b52ca691,116,日本怎么样?
i_82589fca773e,116,城市很干净、安全，但是物价很高。
i_7743a52190c4,116,史密斯先生是公司职员吗?
i_4a8cab09004a,116,是。是旅行社的职员，营业部部长。
i_83f5e9088dc3,116,长岛先生住在哪儿?
i_9109150c5d87,116,和家人一起住在涩谷。
i_af430e875c25,116,这个展览馆真是又大又漂亮啊。
i_3bc5d6135030,116,是的。是日本著名建筑师设计的、最新式的展览馆。
i_d0c78c5e01b4,116,设计独特，造型也十分有趣。
i_bc29a80dc366,116,到处都是保安啊。
i_0952fca86b74,116,这里离车站近，门票也很便宜。来参观的人很多，所以总是戒备森严。哎，小李，带身份证了吗?
i_b92206251293,116,放心吧，带着呢。(拿出身份证件)你看
i_4dfb79d1e542,116,入口很小，里面倒还挺宽敞。
i_77cbc0421f8f,116,是的。天棚高，窗户多，挺亮堂的。
i_b9328605980b,116,(你瞧，)圣诞树旁边不是有一块红色的大牌子吗?那是什么?
i_c8fb6ab06883,116,啊，那是航空公司的广告牌。够耀眼的吧。
i_a22f3505403e,116,是够耀眼的。不过，我并不讨厌。
