textId,index,content
i_4234da6f2b1e,127,（我）小时候发生过大地震。
i_299f744f3f3c,127,看电影时，（我）经常坐在最后的座位。
i_a137ff02a15b,127,小李正边看电视边吃饭。
i_9b32136d9599,127,小李，（你）明天参加联欢会吧。
i_e7e802a41c16,127,学生时代（你）学生什么（专业）了？
i_3da0128f16bb,127,（我）学日本经济了
i_7ffc5632f3f6,127,小马，（你）不忙的时候（请）把这个文件整理一下。
i_fc4e702864a2,127,好的，（我）知道了。
i_00e97ba8bcdf,127,叶子边打工边上学呢
i_1cbb9400eecd,127,是吗？真够辛苦的。
i_9ab3020f7d39,127,森先生，昨天你在车站附近的咖啡店来着吧？
i_df2188495cff,127,是的。因工作我和杨先生（在那儿）见面来着。
i_95033e8c9391,127,我今天早晨在公园散步时看见许多人聚在一起
i_016ab7ab2ac1,127,啊，老年人很多吧？
i_63a1253502f6,127,是的。在打太极拳、做广播体操。
i_42db75f86e0c,127,这叫晨练。也有人跳交际舞吧？
i_e7f49433b1e4,127,是，有。还有人边跳边唱呢。
i_0df3de6b6a75,127,进公园时（我）买了门票，每个公园都收费吗？
i_d6d496543691,127,是的。收费的公园比较多。
i_89952b4e1949,127,那么进行晨练的老人也要买门票吗？
i_f82a7be3ccda,127,是啊。但是每天都去公园人的有优惠。
i_67181e9a0967,127,说起来。我小时候常常和祖母去公园。
i_9a0f9d388d09,127,啊？是一起运动吗？
i_3c6a16b42d00,127,不是。我边玩儿边看祖母打太极拳。
i_9cf25efa3fd5,127,休息的时候我也去公园跑跑步。
i_ac4de4c39c0a,127,早晨、傍晚凉爽的时候运动运动，挺舒服的。
