textId,index,content
i_97f7c6bb0a2c,215,小王！这边，这边！
i_bfaa3c1f2bb0,215,嗨，好久不见。金子、高桥，你们都好吗？
i_c9fba96ef465,215,嗯，小王看起来也没变，和学生时代差不多。
i_b0d512af4da6,215,对了，这次是因公来日本吧？海外采访真厉害，在做什么广告？
i_e2f7bdf254a1,215,先别聊，快点菜吧。
i_e9f2532c6fa5,215,是啊，吃什么呢？
i_dac6c05f090b,215,请问有什么推荐吗？
i_f02622d9dbd1,215,这个季节推荐‘水炊锅’。
i_b2af4d11cebe,215,水炊锅？
i_e9ddbdae4d77,215,是鸡肉蔬菜锅，很暖胃。
i_d67dc3c72816,215,好，那来3份水炊锅，再加刺身拼盘、炸章鱼，还有豆腐萝卜沙拉。
i_e1b9dadca2b6,215,好的，饮品需要什么？
i_921712173903,215,日本酒鸡尾酒！？
i_19b3631ab7c2,215,对啊，现在很流行，配日料、中餐、法餐都行，就来日本酒鸡尾酒吧。
i_2178d41b6c5b,215,好呀，就这么定！
i_44ff8ed48370,215,在日本，有各式各样的餐厅，可以品尝到日本菜、中国菜、法国菜、意大利菜等世界各地的美食。
i_0376bcf7e157,215,根据料理种类，有各式各样的专门店。拉面、汉堡、牛排、意大利面等，种类实在繁多。日式料理的专门店也很多，例如乌冬面、荞麦面、天妇罗、寿司、寿喜烧等，同样丰富多样。
i_275198df75ff,215,在日本，进入餐厅入座后，通常会提供「湿毛巾」。此外，点餐前会免费送上热茶或冰水。之后可以一边浏览菜单一边点餐。
i_8c7c82a52ec6,215,日本料理中有一些名称很有趣的菜品。例如，“亲子丼”是将鸡肉和鸡蛋烹制后盖在米饭上的料理。由于鸡肉和鸡蛋是“父母与孩子”的关系，因此得名。此外还有“他人丼”，是用猪肉或牛肉与鸡蛋烹制后盖在米饭上的料理。因为猪肉/牛肉和鸡蛋并非“亲子”关系，而是“陌生人”。
i_00941ded94e9,215,那么，"狐狸乌冬面"究竟是怎样的料理呢？这绝非加入了狐狸肉的乌冬面，而是在乌冬面上铺放一种名为"油豆腐"的油炸豆腐制品。之所以得此名称，一说因为油豆腐的颜色类似狐狸的毛色，另说因油豆腐是狐狸喜爱的食物。
