textId,index,content
i_438b0a9549f0,208,前几天您说“金星”特别在年轻人中很受欢迎……
i_368e0b9b54ae,208,是的，没错。
i_39f89f2ab599,208,所以我想到，在中国也把“金星”宣传活动的目标锁定为住在城市的年轻人如何？
i_bf0fc443b38a,208,嗯，这主意不错。
i_b50f4b7391d9,208,此外，我打算在广告、官网、活动这三方面重点发力。
i_24fc535fa643,208,哦，广告和官网我明白，但活动是指什么样的？
i_1aba000668a4,208,我考虑举办“创作中华料理大赛”和“金星”试饮会等活动，地点设在酒店、餐厅等。详细内容请看策划书……
i_52cde496e5c3,208,还有关于官网，我想设一个“探寻‘金星’故乡”的栏目如何？
i_3c5e5705b641,208,“探寻‘金星’故乡”？
i_a4c78f7aab1a,208,是的，我想不只是商品宣传，也做一个介绍日本文化的栏目，比如日本食物或年轻人的观念，应该会很有趣。
i_0c7f94645616,208,原来如此，不错啊……那小王，要不要去采访看看？
i_d58436cdf123,208,啊？我去吗？
i_4a05f5c0b238,208,是啊，日本人当然也能写这样的文章，但从中国人的视角去采访日本，会写出更有趣的报道。
i_5f8649286d77,208,明白了，那我先回公司，和上司商量一下。
i_dce759924bb6,208,杯面只需倒入热水等待3分钟，在任何地方都能轻松食用。
i_702b2119dcd5,208,如今风靡全球的杯面由日清食品创始人安藤百福开发。1958年他已怀揣“让方便面走向国际”的梦想。
i_73d232b7c122,208,某年，安藤为宣传赴美请人试吃方便面，对方却用纸杯代替碗，把面掰碎放入杯中，倒入热水后用叉子吃起来。
i_5eceb417fe94,208,安藤对此感到震惊，认为“在刀叉文化圈，方便面也必须能用叉子吃”“需要取代碗的新容器”。他确信若用新容器盛装新口味并可用叉子食用，方便面就能成为国际商品。
i_82ad56a884e1,208,然而开发并不简单。容器材料搜罗了当时能想到的所有材质：玻璃、纸、塑料、金属。经过各种努力，最终采用“发泡聚苯乙烯”。容器形状也反复试制，以单手易握、不易滑落的理想形态诞生了今天的杯面。
i_dca00afab5b4,208,如此，杯面于1971年上市。通过多种宣传活动，如今已风靡全球，在80多个国家都能吃到。
