textId,index,content
i_5a0154ab3433,201,嗯，打扰一下。
i_b61aadc0c60d,201,嗯？
i_16d650cc0d42,201,这个掉了哦。
i_16515944c741,201,啊！不好意思，谢谢您。
i_1d3d46183b51,201,嗯，冒昧问一下，您不是刚才的那位吗？
i_eb1ebcb33649,201,哦，刚才真是谢谢您，帮了大忙。
i_0d70b63ef58a,201,不客气。
i_4b416c068499,201,您是中国人吗？日语说得很好啊。
i_73d2200b5d04,201,不，还差得远呢。越学习越觉得难。您是来上海出差的吗？
i_11b8d0441952,201,是的，我被调到这里工作。机场完全变样了，真惊讶。
i_1687643fa0b9,201,城市也变了很多。变化太快，我们都跟不上了。
i_0c2ee28e5664,201,是吧。
i_3631632457c0,201,看，那边的高楼大厦看到了吧？那片是上海的新中心。
i_9b5650522a36,201,哇，简直像纽约一样。
i_d8fe5eaad1c0,201,那我先走了。
i_48392719f6d1,201,谢谢您，再见。
i_efe3d613bdbd,201,日本有JR、私营铁路和公营铁路三种铁路公司。JR是Japan Railways的缩写。以前是国营铁路，1987年私有化。世界闻名的新干线是JR的线路之一，连接日本的主要城市。最高时速超300公里。最早完成的是东海道新干线，还有山阳、东北、九州新干线等，线路不断延长。
i_55538a6c20d5,201,私营铁路是JR以外的民间企业经营的铁路公司，大城市有很多大型私营铁路。公营铁路由地方自治体等经营。
i_a92216c35d07,201,中国的铁路几乎全是国营。连接主要城市的线路，当然还有世界首次实用化的磁浮列车也是国营。
i_a8cb40b29991,201,顺便一提，JR和私营铁路的各线路使用特殊的词语表示运行方向，即「上行」「下行」。尤其在本州，从地方到东京方向的线路叫「上行」，从东京到地方的叫「下行」。
i_0bf940dcd137,201,因此，有这样一个谜语：「日本最高的车站是哪里？」答案是东京站。因为东京站是「上行」的终点站。
