textId,index,content
i_8b8b94b1848f,118,手机变小了。
i_9e75c122f544,118,把电视机的声音开大一点儿。
i_1c992a962f54,118,儿子当医生了。
i_423335de0424,118,请把房间打扫干净。
i_f005122a6975,118,感冒怎么样了?
i_5710d1c4fc80,118,昨晚吃了点儿药，可还不见好。
i_a93f7ba5508e,118,(去)旅行(的时候)行李还是轻点儿好。
i_59ebb711458d,118,是的。(我)尽量弄轻点儿。／(我)尽量少带点儿。
i_2960d1f91130,118,您女儿多大了?
i_9884c40ff02e,118,今年7岁了。
i_9dea14d11825,118,喂……(太)吵了。
i_10733d5eea6b,118,噢，对不起。<我轻一点儿。／我注意。>
i_11f1769d5cc9,118,小野，今天你要买许多东西吗?
i_5cb2be7b00c4,118,是的。过年时，西式服装降价，所以我一下子买很多。
i_9a4b66a85b65,118,能降多少啊?
i_07c426522f82,118,大概是定价的7折或者半价吧。
i_ee2747bf5f20,118,半价?我也想买(新西服)了。
i_e7e40a9679b1,118,红色和蓝色，哪一种好啊?
i_b4dd3c9c75ac,118,红的好吧，你非常适合(穿红色)。
i_75bf5d54a52b,118,是吗?(拿起一件红毛衣)那么，我买这件。
i_bffdd91581e6,118,时段廉价销售时间马上就要到了，价钱会更加便宜。
i_e7e9a3dba301,118,马上就到6点了，时段廉价销售就要开始了。
i_e0e4cfc7498c,118,时段廉价销售?
i_eebd772c4cc6,118,是的。从现在起到7点，商品会更加便宜。快走吧。
