textId,index,content
i_68976749044a,224,{凄|すご}い。これが[100{万|まん}ドルの{夜|や}{景|けい}‖i_91c71c910f08]か。[なんて‖i_3c44f82544ad]{素|す}{晴|ば}らしいんだろう。
i_76316b5c688c,224,わあ，{綺|き}{麗|れい}！{素|す}{晴|ば}らしい{眺|なが}めですね。
i_8a65e1653c2d,224,{香港|ほんこん}が「[{東方|とうほう}の{真珠|しんじゅ}‖i_279ae9875cd5]」と{呼|よ}ばれる{理|り}{由|ゆう}が{分|わ}かりましたよ。
i_7e5748d04177,224,CMは，この[ビクトリアピーク‖i_192f1154d419]で{撮|さつ}{影|えい}する{予|よ}{定|てい}です。いかがでしょうか？
i_06708507d5e5,224,ちょっと1つ{気|き}になったんですが，{山|さん}{頂|ちょう}で{夜|や}{景|けい}を[{眺|なが}め‖i_227a768586d2]ながら{乾|かん}{杯|ぱい}するというのは，[{不|ふ}{自|し}{然|ぜん}‖i_392c6a2811b1]じゃないですか。
i_d17f3ae7afe4,224,そう{言|い}われてみると，そうですね…。{何|なに}かいい{案|あん}はないものでしょうか。
i_31f5ed63c916,224,こんなのはどうでしょう。{場|ば}{面|めん}を[ナイトクルージング‖i_ab575af13f19]にして，{船|ふね}の{上|うえ}から{夜|や}{景|けい}を{見|み}て，{乾|かん}{杯|ぱい}をするというのは。
i_10f13dd91c72,224,いいですね。{香港|ほんこん}というと，やはり{夜|や}{景|けい}を{外|はず}すわけにはいきませんから。
i_52624c05dc7a,224,{夜|や}{景|けい}と{恋人|こいびと}たち，[{海上|かいじょう}‖i_9b25212ac2c0]で[{停泊|ていはく}する‖i_d7d571550462]{船|ふね}の{上|うえ}で{恋人|こいびと}たちが{乾|かん}{杯|ぱい}する…。
i_12e04eb449ac,224,[それなら‖i_6d396e587f2b]，{張|ちょう}{一心|いっしん}のイメージにもぴったりです。
i_b16ed7b5a7a3,224,もしかすると，{最|さい}{後|ご}に{2人|ふたり}が「{金|きん}{星|せい}」カクテルで{乾|かん}{杯|ぱい}するというのをやめてもいいかもしれません。こんなに{綺|き}{麗|れい}な{夜|や}{景|けい}を{前|まえ}にしたら，{恋人|こいびと}たちにはお{酒|さけ}もプレゼントもいらない{気|き}がします。
i_5f76014f8190,224,{商|しょう}{品|ひん}を[{一切|いっさい}‖i_f5d8660df324]{登|とう}{場|じょう}させないで，{最|さい}{後|ご}に「{金|きん}{星|せい}」の{文字|もじ}が{映|うつ}るだけというほうが，{確|たし}かに{印|いん}{象|しょう}は[{強|きょう}{烈|れつ}‖i_002ba8a90f1a]かもしれません。
i_0354c1c64ec8,224,{早速|さっそく}[シナリオ‖i_a271a7bdb5a9]を[{修|しゅう}{正|せい}します‖i_8351975c3e92]。
i_68fdc675c2f6,224,{宜|よろ}しくお{願|ねが}いします。
i_f249d61a46a3,224,{一般|いっぱん}の{視|し}{聴|ちょう}{者|しゃ}にとって，CMは{迷惑|めいわく}なものと{考|かんが}えられ{勝|が}ちだ。{確|たし}かに，スポーツの{緊迫|きんぱく}した{試|し}{合|あい}や{感|かん}{動|どう}{的|てき}なドラマがCMで{中|ちゅう}{断|だん}されたりすると，そう{思|おも}ってしまうのも{無|む}{理|り}はない。しかし，ほぼすべての[{放|ほう}{送|そう}{局|きょく}‖i_98f1f728dfb6]は[{広|こう}{告|こく}{収|しゅう}{入|にゅう}‖i_c7198d9f714d]によって{運営|うんえい}されている。[{従|したが}って‖i_d35b0320ea8a]，{番組|ばんぐみ}そのものよりも，CMを{見|み}てもらうことこそが{放送|ほうそう}の[{目的|もくてき}‖i_095661d87dd5]だといっても{言|い}い{過|す}ぎではない。
i_49812de7e56c,224,そうは{言|い}っても，{視|し}{聴|ちょう}{者|しゃ}が，{企|き}{業|ぎょう}の{広|こう}{告|こく}ではなく{番組|ばんぐみ}のためにテレビを{見|み}る{以|い}{上|じょう}，[{広|こう}{告|こく}{主|ぬし}‖i_7e3aa2ec93fc]の{企|き}{業|ぎょう}や[{放|ほう}{送|そう}{局|きょく}‖i_98f1f728dfb6]と{視|し}{聴|ちょう}{者|しゃ}の[{利|り}{害|がい}‖i_58b2b211bbac]は[{常|つね}に‖i_b5f8ace21254][{対|たい}{立|りつ}する‖i_2cf664d374e6]ことになる。CMを{見|み}せる{側|がわ}は，[あの{手|て}この{手|て}を{使|つか}って‖i_9068dfc97108]，{何|なん}とか{嫌|いや}がる{視|し}{聴|ちょう}{者|しゃ}が[チャンネル‖i_b42962f40ff1]を{変|か}えないように{努|ど}{力|りょく}しなければならない{訳|わけ}だ。
