textId,index,content
i_db5d6e198111,202,すみません，お{待|ま}たせしました。
i_6ddb030a9737,202,どうもご{無沙汰|ぶさた}しています。
i_3a417ad03ed9,202,{本|ほん}{当|とう}にお{久|ひさ}しぶりです。{佐|さ}{藤|とう}さんと{一緒|いっしょ}に{仕事|しごと}をするのは，{4|よ}[{年|ねん}‖i_f3b275d12e84]ぶりですね。
i_1df576b28319,202,ええ、{早|はや}いものですね。[その{節|せつ}‖i_9f95e7f29ff1]はお{世話|せわ}になりました。
i_c3395055cdc8,202,いいえ、こちらこそ。
i_6cd616d0e5cf,202,{今回|こんかい}も{宜|よろ}しくお{願|ねが}いします。
i_333d90c07765,202,お{話|はなし}{中|ちゅう}，{失礼|しつれい}します。JC{企画|きかく}の{李|り}さんがいらっしゃいました。
i_319530b17718,202,あ、そうですか、じゃあ，こちらにお{願|ねが}いします。
i_4284f7190cdb,202,こんにちは。
i_14101cfdcfd9,202,こんにちは，{李|り}さん。{紹介|しょうかい}します。こちらは，{今度|こんど}の「{金|きん}{星|せい}」[プロジェクト‖i_e572e24740ae]の{責任者|せきにんしゃ}で、{佐|さ}{藤|とう}です。
i_77d0208b3eca,202,{初|はじ}めまして……。あれっ，{昨日|きのう}の…！
i_f4351826a841,202,{日|に}{本|ほん}{人|じん}{同士|どうし}が{挨拶|あいさつ}する{時|とき}は、{普通|ふつう}お{辞儀|じぎ}をします。{中|ちゅう}{国|ごく}では{挨拶|あいさつ}をする{時|とき}、{握手|あくしゅ}をするのは{普通|ふつう}ですが、{日|に}{本|ほん}{人|じん}は、{握手|あくしゅ}よりもお{辞儀|じぎ}をするのが{一般的|いっぱんてき}です。お{辞儀|じぎ}をする{時|とき}は[{腰|こし}‖i_bfc4b7d3839b]から{上|うえ}を{前|まえ}の{方|ほう}に{傾|かたむ}けます。お{辞儀|じぎ}の[{角度|かくど}‖i_bac548a4ade6]には、[{首|くび}‖i_edcd77c82732]を[{曲|ま}げる‖i_1c490e567c4d]だけの{軽|かる}いものから{深|ふか}く{頭|あたま}を{下|さ}げるものまで、{色々|いろいろ}あります。{普通|ふつう}、[{初対面|しょたいめん}‖i_dcb46c89210a]の{時|とき}には{深|ふか}く{頭|あたま}を{下|さ}げて、{丁寧|ていねい}なお{辞儀|じぎ}をします。
i_dc6ec17fed7d,202,{仕事|しごと}で[{初対面|しょたいめん}‖i_dcb46c89210a]の{人|ひと}に{会|あ}った{時|とき}は、[{名刺|めいし}‖i_26c2ff540005]を{出|だ}します。[{名刺|めいし}‖i_26c2ff540005]の{出|だ}し{方|かた}と{受|う}け{取|と}り{方|かた}にも[{決|き}まり‖i_4ee4b5587f31]があります。{相手|あいて}が[{目上|めうえ}‖i_bea2e7e433f3]の{時|とき}は、まず{自分|じぶん}から{先|さき}に[{名刺|めいし}‖i_26c2ff540005]を{出|だ}して{深|ふか}いお{辞儀|じぎ}をし、[{次|つぎ}に‖i_9af89acfee50]{相手|あいて}の[{名刺|めいし}‖i_26c2ff540005]をお{辞儀|じぎ}をしながら{受|う}け{取|と}ります。{出|だ}す{時|とき}も[{受|う}け{取|と}る‖i_b7ef14f2a2fc]{時|とき}も、[{両手|りょうて}‖i_839c978ca9f3]を{使|つか}うほうが{丁寧|ていねい}です。
i_4b5c0c1ee540,202,また、{話|はな}す{内容|ないよう}にも{気|き}をつけなければなりません。[{初対面|しょたいめん}‖i_dcb46c89210a]の{時|とき}は、[{個人|こじん}‖i_ecfb219e2a99]{的|てき}なことを{聞|き}かないのが{普通|ふつう}です。{特|とく}に{仕事|しごと}の[{場|ば}‖i_1c087af68397]で{出会|であ}った{相手|あいて}には、[{個人|こじん}‖i_ecfb219e2a99]{的|てき}な{質問|しつもん}は{避|さ}けたほうがいいでしょう。{結婚|けっこん}しているかどうか、{給料|きゅうりょう}は{幾|いく}らか、[{年|とし}‖i_f3b275d12e84]は{幾|いく}つかなどは、{普通|ふつう}は{聞|き}きません。
i_348c13fdc186,202,{大事|だいじ}なのは、{相手|あいて}に[{不快|ふかい}‖i_f2549a33d245]{感|かん}を{与|あた}えないことです。いくら{丁寧|ていねい}な{言葉|ことば}で{挨拶|あいさつ}しても、{怖|こわ}い{顔|かお}をしていては、{相手|あいて}にいい[{印象|いんしょう}‖i_93c5e4d679e8]を[{与|あた}える‖i_c2c5f57ab4c4]ことはできません。{気持|きも}ちが{込|こ}もっているかどうかは、[{予想|よそう}‖i_ab496f73c6d2]{以|い}{上|じょう}に{相手|あいて}に{伝|つた}わってしまうものです。
