textId,index,content
i_06d0d22862fb,147,{周|しゅう}{先生|せんせい}は{明日|あした}{日|に}{本|ほん}へ{行|い}かれます。
i_2e6f3423f2fd,147,お{客|きゃく}{様|さま}はもうお{帰|かえ}りになりました。
i_35a0533289ed,147,どうぞお{座|すわ}りください。
i_c3a2e2c36c77,147,{先生|せんせい}，{何|なに}を[{召|め}し{上|あ}がります‖i_18bd43a1c584]か。
i_ec4940b6e973,147,お{土産|みやげ}はもう{買|か}われましたか。
i_dbbe59abdff1,147,はい，{買|か}いました。
i_72f3f1eeff22,147,もうその{資料|しりょう}をご{覧|らん}になりましたか。
i_0a6986632fcb,147,いえ，まだです。{忙|いそが}しくて，{読|よ}む{暇|ひま}がありませんでした。
i_b4b968e50b8d,147,あのう，{靴|くつ}{売|う}り{場|ば}は{何|なん}{階|かい}ですか。
i_de9a5e7e5a18,147,{4|よん}{階|かい}です。エスカレーターをご{利用|りよう}ください。
i_5a7a7002c1e6,147,{小野|おの}さん，[{木村|きむら}‖i_ac700e1270dd]{部長|ぶちょう}，{何|なん}{時|じ}に{戻|もど}るっておっしゃいましたか。
i_311a34eb9115,147,[{木村|きむら}‖i_ac700e1270dd]{部長|ぶちょう}ですか。[{先|さき}ほど‖i_d2e98c8c6aaf]{戻|もど}っていらっしゃいましたよ。
i_2e30d048b88a,147,お{食|しょく}{事|じ}はもうお{済|す}みになりましたか。
i_af811c2557bf,147,うん，{飛行機|ひこうき}の{中|なか}で{食|た}べてきたよ。
i_e8db2aa07b98,147,では，まずホテルにチェックイン[なさいます‖i_a57f141145ff]か，それとも，{先|さき}に{事|じ}{務|む}{所|しょ}を[ご{覧|らん}になります‖i_4418448b35fd]か。
i_70ca34043089,147,そうだな，{事|じ}{務|む}{所|しょ}へ{直行|ちょっこう}しようか。{早|はや}く{見|み}てみたいからな。
i_66eb13dce7cf,147,こちらのドアからお{入|はい}りください。
i_e212aaef688a,147,{広|ひろ}くて{明|あか}るいね。あの{絵|え}は？
i_6a97fea64650,147,ああ，あれは{日中|にっちゅう}{商事|しょうじ}の{社長|しゃちょう}がくださった{絵|え}です。
i_1f3b1621faa0,147,あっ，そう，{中|なか}{々|なか}いいじゃないか。
i_89ad3e6d81eb,147,はい，ところで，{社長|しゃちょう}がおっしゃっていた[スタッフ‖i_1ce8c71ad3e4]の{件|けん}ですが，{李|り}さんに{上|シャン}{海|ハイ}に{来|き}てもらおうと{思|おも}うんですが…
i_e13a4fafacca,147,いい{事|じ}{務|む}{所|しょ}だって，{社長|しゃちょう}が{褒|ほ}めていらっしゃいましたよ。
i_4e571930812d,147,そうですか，よかったです。{気|き}に{入|い}ってくださって。
i_e9789bdf06e7,147,それで，{社長|しゃちょう}はこちらにもお{寄|よ}りになるのかしら？
i_c5748ee2abad,147,いいえ，そちらへは{寄|よ}らずに，{明日|あした}の{朝|あさ}の{便|びん}で，{東|とう}{京|きょう}に{戻|もど}られる{予定|よてい}です。
