textId,index,content
i_93b0e5eb5a18,225,{創作中華料理|そうさくちゅうかりょうり}コンテストの[{選考|せんこう}‖i_e4fcba719821]{会場|かいじょう}が，{上|シャン}{海|ハイ}ノートホテルに{決|き}まりました。[{選考|せんこう}‖i_e4fcba719821]{会|かい}{当日|とうじつ}は，{日|に}{本|ほん}のテレビ{局|きょく}も{取材|しゅざい}に{来|き}ます。{更|さら}に，{張|ちょう}{一心|いっしん}も[ゲスト‖i_169c97d34814]{審査員|しんさいいん}として{出席|しゅっせき}の{予|よ}{定|てい}です。
i_9a904f26021b,225,[やった‖i_7c35f5c6a3c0]！ついに「{金|きん}{星|せい}」プロジェクトがここまで{来|き}たぞ。
i_86c3650652bf,225,{李|り}さんたちのおかげです。カクテルの{売|う}り{込|こ}みのことといい，{張|ちょう}{一心|いっしん}のCM{起用|きよう}といい，{何|なん}とお{礼|れい}を{言|い}っていいか{分|わ}かりません。{本|ほん}{当|とう}に{有|あり}{難|がと}うございました。
i_32dfb1ea7ff6,225,いいえ，{皆様|みなさま}の{努力|どりょく}の{結果|けっか}です。{私|わたし}たちは，お{手伝|てつだ}いをしただけです。
i_e2565becf24e,225,おかげさまで，{今回|こんかい}の{創作中華料理|そうさくちゅうかりょうり}コンテストには，{全国|ぜんこく}から10
i_d07aaee9db35,225,{本|ほん}{当|とう}ですか。それはすごい。
i_8eb5afdc0aa3,225,どのメニューも{工|く}{夫|ふう}されたものばかりです。{中華風|ちゅうかふう}の{寿司|すし}といったものから，{日|に}{本|ほん}{酒|しゅ}を{使|つか}ったデザートなんていうものもありました。
i_9bb64fa2ca46,225,{楽|たの}しみだなあ。それにしても，よく{会場|かいじょう}を{押|お}さえられましたよね。
i_891ee6390c76,225,ええ。CMの{評|ひょう}{判|ばん}はもちろんですが，{上|シャン}{海|ハイ}[{随一|ずいいち}‖i_a3729475a735]の{料理店|りょうりてん}，[{水都酒楼|すいとしゅろう}‖i_06e155799174]が{協力|きょうりょく}してくれたのも{大|おお}きかったと{思|おも}います。{総料理長|そうりょうりちょう}の{陳|ちん}さんは{有名|ゆうめい}な[{特級調理師|とっきゅうちょうりし}‖i_7459bd7a3024]ですし。
i_be366eb8dfc1,225,[{特級調理師|とっきゅうちょうりし}‖i_7459bd7a3024]って？
